date,ensemble
2022-04-29,1107752.4031857296
2022-05-02,1109211.3484057612
2022-05-03,1116485.0232734066
2022-05-04,1147984.285715179
2022-05-05,1102496.558183746
2022-05-06,1106197.2951268
2022-05-09,1079801.0795428462
2022-05-10,1092156.7465744014
2022-05-11,1050947.0424301145
2022-05-12,1030477.9339844966
2022-05-13,1054539.7656560056
2022-05-16,1046328.0539672236
2022-05-17,1065664.029943847
2022-05-18,1020812.4263778684
2022-05-19,1002479.5378552852
2022-05-20,1003752.8230214382
2022-05-23,1033346.0614768824
2022-05-24,1018315.0115760646
2022-05-25,1019190.709491714
2022-05-26,1037624.1872794948
2022-05-27,1071350.27806929
2022-05-31,1066808.5284217678
2022-06-01,1066069.7372528836
2022-06-02,1080322.9347809749
2022-06-03,1047134.6204131772
2022-06-06,1051394.5061658933
2022-06-07,1066075.8143293452
2022-06-08,1061784.368258346
2022-06-09,1030806.8040295254
2022-06-10,998446.8651740566
2022-06-13,967087.3347358244
2022-06-14,972389.6513808742
2022-06-15,988447.5440218656
2022-06-16,955600.8030672756
2022-06-17,964887.4889577786
2022-06-21,991514.3807348172
2022-06-22,988236.8955312648
2022-06-23,1006716.2174306484
2022-06-24,1028021.3872467036
2022-06-27,1028010.7270870358
2022-06-28,1001446.6550551754
2022-06-29,1012873.5922606807
2022-06-30,996568.9269835812
2022-07-01,1011117.9748168332
2022-07-05,1028695.0895797116
2022-07-06,1037791.2924300532
2022-07-07,1060598.4605978697
2022-07-08,1065165.9642335202
2022-07-11,1050780.3669109491
2022-07-12,1057426.8561367183
2022-07-13,1054947.6252056577
2022-07-14,1075142.3468807675
2022-07-15,1086488.0576687313
2022-07-18,1065450.157105682
2022-07-19,1092431.4771093442
2022-07-20,1106630.5442144466
2022-07-21,1122798.6214261777
2022-07-22,1113929.054068023
2022-07-25,1105891.4293553769
2022-07-26,1096226.4241689146
2022-07-27,1132795.3565495908
2022-07-28,1136763.815143234
2022-07-29,1172880.4401478115
2022-08-01,1165923.6508470457
2022-08-02,1155544.205411499
2022-08-03,1197765.8738407283
2022-08-04,1195573.307162872
2022-08-05,1194013.6003559262
2022-08-08,1190792.2529438168
2022-08-09,1191125.7614190977
2022-08-10,1220435.9104360044
2022-08-11,1215253.7206120908
2022-08-12,1240300.6532009274
2022-08-15,1247957.1271877438
2022-08-16,1246830.0239606623
2022-08-17,1257279.7506131893
2022-08-18,1254468.351060272
2022-08-19,1236106.8690705867
2022-08-22,1208489.5765869138
2022-08-23,1206118.195425964
2022-08-24,1208192.9277520597
2022-08-25,1225509.305422653
2022-08-26,1180455.9730297695
2022-08-29,1164629.836932205
2022-08-30,1147203.2339518582
2022-08-31,1135220.095315643
2022-09-01,1140398.3210556945
2022-09-02,1125283.338312164
2022-09-06,1116143.9715229184
2022-09-07,1126184.6941651609
2022-09-08,1115531.8633145748
2022-09-09,1136313.3828556822
2022-09-12,1179155.478665725
2022-09-13,1111252.084448837
2022-09-14,1121790.9506643522
2022-09-15,1100550.8509375302
2022-09-16,1088640.0931006162
2022-09-19,1115774.229486053
2022-09-20,1133245.795185974
2022-09-21,1110578.538870361
2022-09-22,1103651.9546617733
2022-09-23,1087104.5546404112
2022-09-26,1089511.1966842497
2022-09-27,1096473.3859056393
2022-09-28,1082747.6584321896
2022-09-29,1030182.4039654232
2022-09-30,999443.8115202632
2022-10-03,1029787.590873901
2022-10-04,1055852.2020799555
2022-10-05,1058007.4835326534
2022-10-06,1050998.1659057003
2022-10-07,1012409.7761351926
2022-10-10,1014794.4787719114
2022-10-11,1004388.4834105832
2022-10-12,999763.8684203489
2022-10-13,1033366.0011107784
2022-10-14,1000053.0041625364
2022-10-17,1029174.7561156614
2022-10-18,1038857.9121215208
2022-10-19,1039652.9242064815
2022-10-20,1036256.468884216
2022-10-21,1064294.5178344112
2022-10-24,1080047.6339232784
2022-10-25,1100931.6861693722
2022-10-26,1079325.1281859735
2022-10-27,1046445.5012328489
2022-10-28,1125500.8846557003
2022-10-31,1108157.7443969112
2022-11-01,1088719.1484496456
2022-11-02,1048107.5869262082
2022-11-03,1003666.0888793332
2022-11-04,1001711.8648803098
2022-11-07,1005620.3128783568
2022-11-08,1009818.675060974
2022-11-09,976305.3960082396
2022-11-10,1063164.3307006222
2022-11-11,1062101.2485252072
2022-11-14,1061945.351349609
2022-11-15,1062280.2186774898
2022-11-16,1061892.875991027
2022-11-17,1062644.828289001
2022-11-18,1062912.9173347163
2022-11-21,1060943.3231208492
2022-11-22,1062437.261150329
2022-11-23,1063129.4867728876
2022-11-25,1060468.6592200922
2022-11-28,1056590.5002204585
2022-11-29,1053244.1011619258
2022-11-30,1061405.8861838984
2022-12-01,1061752.6634116815
2022-12-02,1061042.7401649165
2022-12-05,1059270.178891723
2022-12-06,1053344.1901939083
2022-12-07,1050003.8736945796
2022-12-08,1053046.821697204
2022-12-09,1052108.07978894
2022-12-12,1056722.13465039
2022-12-13,1058751.7082252195
2022-12-14,1053799.2112037349
2022-12-15,1038457.3634437252
2022-12-16,1033700.3495826412
2022-12-19,1028373.5748695064
2022-12-20,1028179.639035766
2022-12-21,1036613.3926505732
2022-12-22,1027645.5028510736
2022-12-23,1026566.7741004634
2022-12-27,1021101.117678039
2022-12-28,1008803.5972617792
2022-12-29,1020137.0509734796
2022-12-30,1021173.0523452448
2023-01-03,1004748.9068816828
2023-01-04,1009105.0012420344
2023-01-05,1004700.6004478144
2023-01-06,1019307.7150336908
2023-01-09,1020926.627092712
2023-01-10,1022641.7587913204
2023-01-11,1030578.2424949337
2023-01-12,1030342.5175697017
2023-01-13,1033949.3588782954
2023-01-17,1036983.0085532832
2023-01-18,1035156.9539374994
2023-01-19,1035286.5672218011
2023-01-20,1041212.330857055
2023-01-23,1048277.9745109248
2023-01-24,1051225.5763450311
2023-01-25,1049880.579569213
2023-01-26,1053829.3077827145
2023-01-27,1057336.7599219964
2023-01-30,1052375.2862449335
2023-01-31,1054410.9861961054
2023-02-01,1056094.958907287
2023-02-02,1063575.0525291131
2023-02-03,1068311.3933585808
2023-02-06,1064994.7487678216
2023-02-07,1068169.7565437006
2023-02-08,1065443.0170982047
2023-02-09,1064489.3805167838
2023-02-10,1064768.830091064
2023-02-13,1066731.2644065544
2023-02-14,1066328.0155326533
2023-02-15,1067372.1259330437
2023-02-16,1066712.1136359856
2023-02-17,1066350.677091186
2023-02-21,1065525.819856994
2023-02-22,1065553.8241294548
2023-02-23,1065539.0121909785
2023-02-24,1065539.0121909785
2023-02-27,1065539.0121909785
2023-02-28,1065539.0121909785
2023-03-01,1065539.0121909785
2023-03-02,1065539.0121909785
2023-03-03,1065539.0121909785
2023-03-06,1065539.0121909785
2023-03-07,1065539.0121909785
2023-03-08,1065539.0121909785
2023-03-09,1065539.0121909785
2023-03-10,1065539.0121909785
2023-03-13,1065539.0121909785
2023-03-14,1065539.0121909785
2023-03-15,1065539.0121909785
2023-03-16,1065539.0121909785
2023-03-17,1065539.0121909785
2023-03-20,1065539.0121909785
2023-03-21,1065539.0121909785
2023-03-22,1065539.0121909785
2023-03-23,1065539.0121909785
2023-03-24,1065539.0121909785
2023-03-27,1065539.0121909785
2023-03-28,1065539.0121909785
2023-03-29,1065539.0121909785
2023-03-30,1065539.0121909785
2023-03-31,1065539.0121909785
2023-04-03,1065539.0121909785
2023-04-04,1065539.0121909785
2023-04-05,1065539.0121909785
2023-04-06,1065539.0121909785
2023-04-10,1065261.0293052362
2023-04-11,1065000.216287963
2023-04-12,1064848.1215071557
2023-04-13,1066295.1932818904
2023-04-14,1066192.6596879573
2023-04-17,1066192.8568729549
2023-04-18,1066571.5211290126
2023-04-19,1066994.2646244196
2023-04-20,1066544.410781402
2023-04-21,1065857.1861039116
2023-04-24,1066001.42186441
2023-04-25,1065162.0889371638
2023-04-26,1065142.8986332086
2023-04-27,1067594.1777047114
2023-04-28,1068275.1571933436
2023-05-01,1068218.8957385705
2023-05-02,1067668.3607185057
2023-05-03,1067037.3831032405
2023-05-04,1065993.0963928525
2023-05-05,1071602.6575866998
2023-05-08,1071530.9368817897
2023-05-09,1070024.1678227077
2023-05-10,1071734.169270767
2023-05-11,1071917.7916956935
2023-05-12,1070879.9645136867
2023-05-15,1070329.7409009854
2023-05-16,1070320.9998491514
2023-05-17,1071057.8528748013
2023-05-18,1074030.5806930996
2023-05-19,1074155.735102905
2023-05-22,1072989.1063797604
2023-05-23,1069780.9844315182
2023-05-24,1070126.211299499
2023-05-25,1071630.967268005
2023-05-26,1074961.3622126463
2023-05-30,1077626.98975032
2023-05-31,1077547.7915282743
2023-06-01,1081607.527171188
2023-06-02,1082814.2936380918
2023-06-05,1080730.2752481992
2023-06-06,1080117.5553965147
2023-06-07,1077765.710728317
2023-06-08,1082205.544980148
2023-06-09,1082857.623169235
2023-06-12,1087984.0510180509
2023-06-13,1087136.268386032
2023-06-14,1088291.6413733975
2023-06-15,1091912.6947950283
2023-06-16,1089945.420289413
2023-06-20,1090097.8651334683
2023-06-21,1087981.456469528
2023-06-22,1094075.5990008544
2023-06-23,1093435.2984445188
2023-06-26,1090639.2148733824
2023-06-27,1096426.1381613463
2023-06-28,1098793.8596979063
2023-06-29,1099455.6057539366
2023-06-30,1108372.426095718
2023-07-03,1105123.891067642
2023-07-05,1102575.542883438
2023-07-06,1103675.7547791898
2023-07-07,1101045.3103669584
2023-07-10,1096001.6038560332
2023-07-11,1094643.51362471
2023-07-12,1098809.412954666
2023-07-13,1100770.0150405425
2023-07-14,1101151.6560012358
2023-07-17,1110273.8585723415
2023-07-18,1109508.437062027
2023-07-19,1113557.0389922636
2023-07-20,1107884.364187576
2023-07-21,1104331.6487304228
2023-07-24,1106798.3541442412
2023-07-25,1109495.2141289825
2023-07-26,1112123.9590676422
2023-07-27,1108125.472492325
2023-07-28,1116479.9614800566
2023-07-31,1118511.351383316
2023-08-01,1115629.4836541289
2023-08-02,1104983.3340539092
2023-08-03,1099878.5850472562
2023-08-04,1065835.1839150542
2023-08-07,1053866.2866326445
2023-08-08,1057558.75173732
2023-08-09,1051092.5539330596
2023-08-10,1050171.7013543244
2023-08-11,1050406.515572464
2023-08-14,1057586.3174447173
2023-08-15,1048705.1008172147
2023-08-16,1044719.2474221344
2023-08-17,1032900.276763626
2023-08-18,1035084.6910580596
2023-08-21,1041267.8337155302
2023-08-22,1047773.3710980376
2023-08-23,1066398.750841995
2023-08-24,1043191.2084897002
2023-08-25,1054305.8768094024
2023-08-28,1062333.0952282865
2023-08-29,1082399.7743742522
2023-08-30,1100760.372436386
2023-08-31,1101908.9777861177
2023-09-01,1110485.7725584563
2023-09-05,1111788.252552658
2023-09-06,1073708.2726957854
2023-09-07,1043945.8668259734
2023-09-08,1047438.1551392667
2023-09-11,1054218.482138168
2023-09-12,1036266.670445358
2023-09-13,1023979.1643792724
2023-09-14,1032834.3849378204
2023-09-15,1028530.2855908964
2023-09-18,1045862.9748709868
2023-09-19,1052322.9288079375
2023-09-20,1031287.7009636991
2023-09-21,1022121.4861809844
2023-09-22,1027103.5583123472
2023-09-25,1034650.149295166
2023-09-26,1010438.6640887144
2023-09-27,1001584.1758532408
2023-09-28,1003094.9393587952
2023-09-29,1006150.374249542
2023-10-02,1021074.64242276
2023-10-03,1013209.214229324
2023-10-04,1020604.068732498
